,type,name,continent,iso_country,iso_region,iata_code,coordinates
31097,medium_airport,Dole-Tavaux Airport,EU,FR,FR-I,DLE,"47.042686, 5.435063"
31110,medium_airport,Verdun-Le Rozelier Airfield,EU,FR,FR-M,,"49.122398, 5.46905"
31126,medium_airport,Aubenas-Ardèche Méridional Airport,EU,FR,FR-V,OBS,"44.544203, 4.372192"
31127,medium_airport,Le Puy-Loudes Airport,EU,FR,FR-C,LPY,"45.0806999206543, 3.762890100479126"
31162,medium_airport,Metz-Nancy-Lorraine Airport,EU,FR,FR-M,ETZ,"48.9821014404, 6.25131988525"
31164,medium_airport,Angers-Loire Airport,EU,FR,FR-R,ANE,"47.560299, -0.312222"
31169,medium_airport,Bastia-Poretta Airport,EU,FR,FR-H,BIA,"42.55270004272461, 9.48373031616211"
31170,medium_airport,Calvi-Sainte-Catherine Airport,EU,FR,FR-H,CLY,"42.5244444, 8.7930556"
31173,medium_airport,Figari Sud-Corse Airport,EU,FR,FR-H,FSC,"41.5005989074707, 9.097780227661133"
31176,medium_airport,Ajaccio-Napoléon Bonaparte Airport,EU,FR,FR-H,AJA,"41.92359924316406, 8.8029203414917"
31181,medium_airport,Solenzara (BA 126) Air Base,EU,FR,FR-H,SOZ,"41.924400329589844, 9.406000137329102"
31186,medium_airport,Auxerre-Branches Airport,EU,FR,FR-D,AUF,"47.85020065307617, 3.497109889984131"
31187,medium_airport,Chambéry-Savoie Airport,EU,FR,FR-V,CMF,"45.638099670410156, 5.880229949951172"
31188,medium_airport,Clermont-Ferrand Auvergne Airport,EU,FR,FR-C,CFE,"45.7867012024, 3.1691699028"
31189,medium_airport,Bourges Airport,EU,FR,FR-F,BOU,"47.058101654052734, 2.3702800273895264"
31192,medium_airport,Chalon-Champforgeuil Airport,EU,FR,FR-D,,"46.82609939575195, 4.817629814147949"
31193,medium_airport,Annemasse Airport,EU,FR,FR-V,QNJ,"46.1920013428, 6.268390178680001"
31196,large_airport,Lyon Saint-Exupéry Airport,EU,FR,FR-V,LYS,"45.725556, 5.081111"
31197,medium_airport,Mâcon-Charnay Airport,EU,FR,FR-D,,"46.295101, 4.79577"
31198,medium_airport,Saint-Yan Airport,EU,FR,FR-D,SYT,"46.412498474121094, 4.0132598876953125"
31199,medium_airport,Roanne-Renaison Airport,EU,FR,FR-V,RNE,"46.05830001831055, 4.001389980316162"
31200,medium_airport,Annecy-Haute-Savoie-Mont Blanc Airport,EU,FR,FR-V,NCY,"45.9308333, 6.1063889"
31203,medium_airport,Grenoble-Isère Airport,EU,FR,FR-V,GNB,"45.36289978027344, 5.329370021820068"
31205,medium_airport,Valence-Chabeuil Airport,EU,FR,FR-V,VAF,"44.9216, 4.9699"
31206,medium_airport,Vichy-Charmeil Airport,EU,FR,FR-C,VHY,"46.169700622558594, 3.4037399291992188"
31207,medium_airport,Aurillac Airport,EU,FR,FR-C,AUR,"44.89139938354492, 2.4219400882720947"
31208,medium_airport,"Châteauroux-Déols ""Marcel Dassault"" Airport",EU,FR,FR-F,CHR,"46.860278, 1.721111"
31209,medium_airport,Lyon-Bron Airport,EU,FR,FR-V,LYN,"45.72719955444336, 4.944270133972168"
31212,medium_airport,Le Luc-Le Cannet Airport,EU,FR,FR-U,,"43.384700775146484, 6.387139797210693"
31213,medium_airport,Cannes-Mandelieu Airport,EU,FR,FR-U,CEQ,"43.542, 6.95348"
31217,medium_airport,Saint-Étienne-Bouthéon Airport,EU,FR,FR-V,EBU,"45.54059982299805, 4.296390056610107"
31218,medium_airport,Istres Le Tubé/Istres Air Base (BA 125) Airport,EU,FR,FR-U,,"43.522701, 4.92384"
31219,medium_airport,Carcassonne Airport,EU,FR,FR-K,CCF,"43.215999603271484, 2.3063199520111084"
31220,large_airport,Marseille Provence Airport,EU,FR,FR-U,MRS,"43.439271922, 5.22142410278"
31221,large_airport,Nice-Côte d'Azur Airport,EU,FR,FR-U,NCE,"43.6584014893, 7.215869903560001"
31222,medium_airport,Orange-Caritat (BA 115) Air Base,EU,FR,FR-U,XOG,"44.140499114990234, 4.866720199584961"
31223,medium_airport,Perpignan-Rivesaltes (Llabanère) Airport,EU,FR,FR-K,PGF,"42.74039840698242, 2.8706700801849365"
31224,medium_airport,Le Castellet Airport,EU,FR,FR-U,CTT,"43.252498626708984, 5.785190105438232"
31226,medium_airport,Alès-Deaux Airport,EU,FR,FR-K,,"44.069698, 4.14212"
31227,medium_airport,Montpellier-Méditerranée Airport,EU,FR,FR-K,MPL,"43.57619857788086, 3.96301007270813"
31228,medium_airport,Béziers-Vias Airport,EU,FR,FR-K,BZR,"43.32350158691406, 3.3538999557495117"
31229,medium_airport,Avignon-Caumont Airport,EU,FR,FR-U,AVN,"43.90729904174805, 4.901830196380615"
31232,medium_airport,Salon-de-Provence (BA 701) Air Base,EU,FR,FR-U,,"43.60639953613281, 5.109250068664551"
31235,medium_airport,Mende-Brenoux Airfield,EU,FR,FR-K,MEN,"44.502102, 3.53282"
31256,large_airport,Avord (BA 702) Air Base,EU,FR,FR-F,,"47.053299, 2.6325"
31257,medium_airport,Paris Beauvais Tillé Airport,EU,FR,FR-S,BVA,"49.45439910888672, 2.1127800941467285"
31258,medium_airport,Châteaudun (BA 279) Air Base,EU,FR,FR-F,,"48.058102, 1.37662"
31259,medium_airport,Saumur-Saint-Florent Airport,EU,FR,FR-R,,"47.256802, -0.115142"
31260,medium_airport,Évreux-Fauville (BA 105) Air Base,EU,FR,FR-Q,EVX,"49.02870178222656, 1.2198599576950073"
31263,medium_airport,Le Havre Octeville Airport,EU,FR,FR-Q,LEH,"49.53390121459961, 0.08805599808692932"
31264,medium_airport,Abbeville,EU,FR,FR-S,XAB,"50.143501, 1.831891"
31265,medium_airport,Orléans-Bricy (BA 123) Air Base,EU,FR,FR-F,ORE,"47.9878005981, 1.7605600357100002"
31266,medium_airport,Châlons-Vatry Airport,EU,FR,FR-G,XCR,"48.7733333333, 4.206111111"
31271,medium_airport,Rouen Airport,EU,FR,FR-Q,URO,"49.38420104980469, 1.1748000383377075"
31272,medium_airport,Blois-Le Breuil Airport,EU,FR,FR-F,,"47.678502, 1.20884"
31275,medium_airport,Tours-Val-de-Loire Airport,EU,FR,FR-F,TUF,"47.4322013855, 0.727605998516"
31276,medium_airport,Cholet Le Pontreau Airport,EU,FR,FR-R,CET,"47.08209991455078, -0.8770639896392822"
31277,medium_airport,Laval-Entrammes Airport,EU,FR,FR-R,LVA,"48.03139877319336, -0.7429860234260559"
31283,medium_airport,Paris-Le Bourget Airport,EU,FR,FR-J,LBG,"48.969398498535156, 2.441390037536621"
31284,medium_airport,Creil Air Base,EU,FR,FR-S,CSF,"49.253501892089844, 2.5191400051116943"
31288,large_airport,Charles de Gaulle International Airport,EU,FR,FR-J,CDG,"49.012798, 2.55"
31293,medium_airport,Melun-Villaroche Air Base,EU,FR,FR-J,,"48.604698181152344, 2.6711199283599854"
31294,medium_airport,Toussus-le-Noble Airport,EU,FR,FR-J,TNF,"48.75189971923828, 2.1061899662017822"
31295,large_airport,Paris-Orly Airport,EU,FR,FR-J,ORY,"48.7233333, 2.3794444"
31299,medium_airport,Pontoise - Cormeilles-en-Vexin Airport,EU,FR,FR-J,POX,"49.096667, 2.040833"
31301,medium_airport,Villacoublay-Vélizy (BA 107) Air Base,EU,FR,FR-J,VIY,"48.7741667, 2.1916667"
31307,medium_airport,Troyes-Barberey Airport,EU,FR,FR-G,,"48.322102, 4.0167"
31310,medium_airport,Étain-Rouvres Air Base,EU,FR,FR-M,,"49.226898193359375, 5.672220230102539"
31312,medium_airport,Nevers-Fourchambault Airport,EU,FR,FR-D,NVS,"47.002601623535156, 3.1133298873901367"
31315,medium_airport,Maubeuge-Élesmes Airport,EU,FR,FR-O,XME,"50.31050109863281, 4.033120155334473"
31321,medium_airport,Phalsbourg-Bourscheid Air Base,EU,FR,FR-M,,"48.7680556, 7.205"
31322,medium_airport,Lille-Lesquin Airport,EU,FR,FR-O,LIL,"50.563332, 3.086886"
31325,medium_airport,Merville-Calonne Airport,EU,FR,FR-O,HZB,"50.61840057373047, 2.642240047454834"
31327,medium_airport,Charleville-Mézières Airport,EU,FR,FR-G,XCZ,"49.78390121459961, 4.647079944610596"
31328,medium_airport,Vesoul-Frotey Airport,EU,FR,FR-I,,"47.6376, 6.20392"
31333,medium_airport,Brest Bretagne Airport,EU,FR,FR-E,BES,"48.447898864746094, -4.418540000915527"
31334,medium_airport,Cherbourg-Maupertus Airport,EU,FR,FR-P,CER,"49.65010070800781, -1.4702800512313843"
31335,medium_airport,Dinard-Pleurtuit-Saint-Malo Airport,EU,FR,FR-E,DNR,"48.58769989013672, -2.0799601078033447"
31336,medium_airport,La Baule-Escoublac Airport,EU,FR,FR-R,LBY,"47.289398193359375, -2.3463900089263916"
31337,medium_airport,Granville Airport,EU,FR,FR-P,GFR,"48.88309860229492, -1.564170002937317"
31338,medium_airport,Deauville-Saint-Gatien Airport,EU,FR,FR-P,DOL,"49.3652992249, 0.154305994511"
31339,medium_airport,Lorient South Brittany (Bretagne Sud) Airport,EU,FR,FR-E,LRT,"47.76060104370117, -3.440000057220459"
31340,medium_airport,La Roche-sur-Yon Airport,EU,FR,FR-R,EDM,"46.701900482177734, -1.3786300420761108"
31341,medium_airport,Landivisiau Air Base,EU,FR,FR-E,LDV,"48.53030014038086, -4.151639938354492"
31342,medium_airport,Caen-Carpiquet Airport,EU,FR,FR-P,CFR,"49.173301696777344, -0.44999998807907104"
31343,medium_airport,Lanvéoc-Poulmic Air Base,EU,FR,FR-E,,"48.281700134277344, -4.4450201988220215"
31344,medium_airport,Le Mans-Arnage Airport,EU,FR,FR-R,LME,"47.94860076904297, 0.20166699588298798"
31345,medium_airport,Rennes-Saint-Jacques Airport,EU,FR,FR-E,RNS,"48.069499969499994, -1.73478996754"
31346,medium_airport,Lannion-Côte de Granit Airport,EU,FR,FR-E,LAI,"48.754398, -3.47166"
31348,medium_airport,Quimper-Cornouaille Airport,EU,FR,FR-E,UIP,"47.974998474121094, -4.167789936065674"
31349,medium_airport,Nantes Atlantique Airport,EU,FR,FR-R,NTE,"47.153198242200006, -1.61073005199"
31350,medium_airport,Saint-Brieuc-Armor Airport,EU,FR,FR-E,SBK,"48.5378, -2.85444"
31351,medium_airport,Morlaix-Ploujean Airport,EU,FR,FR-E,MXN,"48.6031990051, -3.81577992439"
31352,medium_airport,Vannes-Meucon Airport,EU,FR,FR-E,VNE,"47.72330093383789, -2.718559980392456"
31354,medium_airport,Saint-Nazaire-Montoir Airport,EU,FR,FR-R,SNR,"47.3105556, -2.1566667"
31356,large_airport,EuroAirport Basel-Mulhouse-Freiburg Airport,EU,FR,FR-A,BSL,"47.59, 7.5291667"
31358,medium_airport,Dijon-Bourgogne Airport,EU,FR,FR-D,DIJ,"47.268902, 5.09"
31361,medium_airport,Épinal-Mirecourt Airport,EU,FR,FR-M,EPL,"48.325001, 6.06998"
31363,medium_airport,Saint-Dizier-Robinson (BA 113) Air Base,EU,FR,FR-G,,"48.63600158691406, 4.899419784545898"
31367,medium_airport,Montbéliard-Courcelles Airfield,EU,FR,FR-I,,"47.487, 6.79054"
31368,medium_airport,Nancy-Essey Airport,EU,FR,FR-M,ENC,"48.692100524902344, 6.230460166931152"
31369,medium_airport,Nancy-Ochey (BA 133) Air Base,EU,FR,FR-M,,"48.583099365234375, 5.954999923706055"
31374,medium_airport,Strasbourg Airport,EU,FR,FR-A,SXB,"48.538299560546875, 7.628230094909668"
31378,medium_airport,Luxeuil-Saint-Sauveur (BA 116) Air Base,EU,FR,FR-I,,"47.7830556, 6.36416667"
31382,medium_airport,Toulon-Hyères Airport,EU,FR,FR-U,TLN,"43.0973014832, 6.14602994919"
31389,medium_airport,Nîmes-Arles-Camargue Airport,EU,FR,FR-K,FNI,"43.75740051269531, 4.4163498878479"
31391,medium_airport,Miquelon Airport,,PM,PM-ML,MQC,"47.095500946, -56.3802986145"
31392,medium_airport,St Pierre Airport,,PM,PM-SP,FSP,"46.762901306152344, -56.173099517822266"
31393,medium_airport,Ambérieu Air Base (BA 278),EU,FR,FR-V,,"45.987301, 5.32844"
31417,medium_airport,Andravida Air Base,EU,GR,GR-14,PYR,"37.9207, 21.292601"
31419,medium_airport,Dimokritos Airport,EU,GR,GR-71,AXD,"40.855899810791016, 25.956300735473633"
31422,large_airport,Eleftherios Venizelos International Airport,EU,GR,GR-A1,ATH,"37.9364013672, 23.9444999695"
31424,medium_airport,Nea Anchialos Airport,EU,GR,GR-43,VOL,"39.219600677490234, 22.794300079345703"
31426,medium_airport,Elefsis Airport,EU,GR,GR-A1,,"38.06380081176758, 23.555999755859375"
31428,medium_airport,Chios Island National Airport,EU,GR,GR-85,JKH,"38.34320068359375, 26.140600204467773"
31431,medium_airport,Ioannina Airport,EU,GR,GR-33,IOA,"39.6963996887207, 20.822500228881836"
31432,large_airport,Heraklion International Nikos Kazantzakis Airport,EU,GR,GR-91,HER,"35.3396987915, 25.180299758900002"
31435,medium_airport,Kefallinia Airport,EU,GR,GR-23,EFL,"38.12009811401367, 20.500499725341797"
31437,medium_airport,Kalamata Airport,EU,GR,GR-17,KLX,"37.06829833984375, 22.02549934387207"
31440,medium_airport,Kos Airport,EU,GR,GR-81,KGS,"36.79330062866211, 27.091699600219727"
31441,medium_airport,Karpathos Airport,EU,GR,GR-81,AOK,"35.4213981628418, 27.145999908447266"
31442,medium_airport,Ioannis Kapodistrias International Airport,EU,GR,GR-22,CFU,"39.601898193359375, 19.911699295043945"
31444,medium_airport,Alexander the Great International Airport,EU,GR,GR-55,KVA,"40.913299560546875, 24.619199752807617"
31446,medium_airport,Filippos Airport,EU,GR,GR-58,KZI,"40.28609848022461, 21.84079933166504"
31453,medium_airport,Mikonos Airport,EU,GR,GR-82,JMK,"37.43510055541992, 25.348100662231445"
31456,medium_airport,Mytilene International Airport,EU,GR,GR-83,MJT,"39.0567016602, 26.5983009338"
31461,medium_airport,Aktion National Airport,EU,GR,GR-34,PVK,"38.925498962402344, 20.765300750732422"
31463,medium_airport,Diagoras Airport,EU,GR,GR-81,RHO,"36.405399322509766, 28.086200714111328"
31465,medium_airport,Araxos Airport,EU,GR,GR-13,GPA,"38.1511, 21.4256"
31466,medium_airport,Chania International Airport,EU,GR,GR-94,CHQ,"35.531700134277344, 24.149700164794922"
31468,medium_airport,Skiathos Island National Airport,EU,GR,GR-43,JSI,"39.177101135253906, 23.503700256347656"
31469,medium_airport,Samos Airport,EU,GR,GR-84,SMI,"37.689998626708984, 26.911699295043945"
31472,medium_airport,Santorini Airport,EU,GR,GR-82,JTR,"36.399200439453125, 25.479299545288086"
31473,medium_airport,Sitia Airport,EU,GR,GR-92,JSH,"35.21609878540039, 26.101299285888672"
31476,medium_airport,Tanagra Air Base,EU,GR,GR-03,,"38.339802, 23.565001"
31479,large_airport,Thessaloniki Macedonia International Airport,EU,GR,GR-54,SKG,"40.51969909667969, 22.97089958190918"
31482,medium_airport,"Zakynthos International Airport ""Dionysios Solomos""",EU,GR,GR-21,ZTH,"37.7509, 20.8843"
31489,large_airport,Budapest Liszt Ferenc International Airport,EU,HU,HU-PE,BUD,"47.42976, 19.261093"
31492,medium_airport,Debrecen International Airport,EU,HU,HU-HB,DEB,"47.48889923095703, 21.615299224853516"
31512,medium_airport,Kecskemét Airport,EU,HU,HU-BK,,"46.91749954223633, 19.74920082092285"
31527,medium_airport,Pécs-Pogány Airport,EU,HU,HU-BA,PEV,"45.990898, 18.240996"
31528,medium_airport,Győr-Pér International Airport,EU,HU,HU-GS,,"47.624401, 17.813601"
31533,medium_airport,Sármellék International Airport,EU,HU,HU-ZA,SOB,"46.686391, 17.159084"
31534,medium_airport,Szolnok Air Base,EU,HU,HU-JN,,"47.122897, 20.2355"
31539,medium_airport,Taszár Air Base,EU,HU,HU-SO,TZR,"46.39310073852539, 17.917499542236328"
31541,medium_airport,Tököl Airport,EU,HU,HU-PE,,"47.345298767100005, 18.980800628699996"
31556,medium_airport,Amendola Air Base,EU,IT,IT-75,,"41.541401, 15.7181"
31557,medium_airport,Crotone Airport,EU,IT,IT-78,CRV,"38.9972, 17.0802"
31558,large_airport,Bari Karol Wojtyła Airport,EU,IT,IT-75,BRI,"41.138901, 16.760599"
31559,medium_airport,"Foggia ""Gino Lisa"" Airport",EU,IT,IT-75,FOG,"41.432899, 15.535"
31560,medium_airport,"Taranto-Grottaglie ""Marcello Arlotta"" Airport",EU,IT,IT-75,TAR,"40.517502, 17.4032"
31563,medium_airport,Lecce Galatina Air Base,EU,IT,IT-75,LCC,"40.239201, 18.133301"
31564,medium_airport,Pescara International Airport,EU,IT,IT-65,PSR,"42.431702, 14.1811"
31565,medium_airport,Brindisi – Salento Airport,EU,IT,IT-75,BDS,"40.6576, 17.947001"
31566,medium_airport,Gioia Del Colle Air Base,EU,IT,IT-75,,"40.767799, 16.9333"
31568,medium_airport,Lamezia Terme Airport,EU,IT,IT-78,SUF,"38.905399, 16.2423"
31569,medium_airport,Comiso Airport,EU,IT,IT-82,CIY,"36.994601, 14.607182"
31570,large_airport,Catania-Fontanarossa Airport,EU,IT,IT-82,CTA,"37.466801, 15.0664"
31571,medium_airport,Lampedusa Airport,EU,IT,IT-82,LMP,"35.497898, 12.6181"
31572,medium_airport,Pantelleria Airport,EU,IT,IT-82,PNL,"36.816502, 11.9689"
31573,large_airport,Falcone–Borsellino Airport,EU,IT,IT-82,PMO,"38.175999, 13.091"
31575,medium_airport,Palermo-Boccadifalco Airport,EU,IT,IT-82,,"38.110802, 13.3133"
31576,medium_airport,Reggio Calabria Airport,EU,IT,IT-78,REG,"38.071201, 15.6516"
31577,medium_airport,Vincenzo Florio Airport Trapani-Birgi,EU,IT,IT-82,TPS,"37.9114, 12.488"
31578,medium_airport,Sigonella Navy Air Base,EU,IT,IT-82,NSY,"37.401699, 14.9224"
31592,medium_airport,Trento-Mattarello Airport,EU,IT,IT-32,,"46.0214, 11.1242"
31596,medium_airport,Alghero-Fertilia Airport,EU,IT,IT-88,AHO,"40.632099, 8.29077"
31597,medium_airport,Decimomannu Air Base,EU,IT,IT-88,DCI,"39.354198, 8.97248"
31598,large_airport,Cagliari Elmas Airport,EU,IT,IT-88,CAG,"39.251499, 9.05428"
31599,medium_airport,Olbia Costa Smeralda Airport,EU,IT,IT-88,OLB,"40.898701, 9.51763"
31601,medium_airport,Tortolì Airport,EU,IT,IT-88,TTB,"39.9188, 9.68298"
31602,medium_airport,Alessandria Airport,EU,IT,IT-21,,"44.925201, 8.62513"
31605,medium_airport,Biella-Cerrione Airport,EU,IT,IT-21,,"45.4953, 8.10278"
31608,medium_airport,Vercelli Airport,EU,IT,IT-21,,"45.310233, 8.417935"
31609,medium_airport,Casale Monferrato Airport,EU,IT,IT-21,,"45.111198, 8.45603"
31610,medium_airport,Varese-Venegono Airport,EU,IT,IT-25,,"45.742199, 8.888233"
31618,medium_airport,Torino-Aeritalia Airport,EU,IT,IT-21,,"45.086399, 7.60337"
31620,large_airport,Malpensa International Airport,EU,IT,IT-25,MXP,"45.6306, 8.72811"
31621,large_airport,Il Caravaggio International Airport,EU,IT,IT-25,BGY,"45.673901, 9.70417"
31622,large_airport,Turin Airport,EU,IT,IT-21,TRN,"45.200802, 7.64963"
31623,medium_airport,Villanova D'Albenga International Airport,EU,IT,IT-42,ALL,"44.050598, 8.12743"
31624,large_airport,Genoa Cristoforo Colombo Airport,EU,IT,IT-42,GOA,"44.4133, 8.8375"
31625,large_airport,Milano Linate Airport,EU,IT,IT-25,LIN,"45.445099, 9.27674"
31626,medium_airport,Cameri Air Base [MIL],EU,IT,IT-21,,"45.529598, 8.66922"
31627,medium_airport,Parma Airport,EU,IT,IT-45,PMF,"44.824501, 10.2964"
31628,medium_airport,Novi Ligure Airport,EU,IT,IT-21,,"44.779999, 8.78639"
31629,medium_airport,Piacenza San Damiano Air Base,EU,IT,IT-45,,"44.913102, 9.723322"
31630,medium_airport,Aosta Airport,EU,IT,IT-23,AOT,"45.738499, 7.36872"
31631,medium_airport,Cuneo International Airport,EU,IT,IT-21,CUF,"44.547001, 7.62322"
31634,medium_airport,Aviano Air Base,EU,IT,IT-36,AVB,"46.031898, 12.596503"
31635,medium_airport,Bolzano Airport,EU,IT,IT-32,BZO,"46.460201, 11.3264"
31636,medium_airport,Cervia Air Base,EU,IT,IT-45,,"44.224201, 12.3072"
31638,large_airport,Bologna Guglielmo Marconi Airport,EU,IT,IT-45,BLQ,"44.5354, 11.2887"
31641,large_airport,Treviso-Sant'Angelo Airport,EU,IT,IT-34,TSF,"45.648399, 12.1944"
31642,medium_airport,Rivolto Air Base,EU,IT,IT-36,,"45.978699, 13.0493"
31643,medium_airport,Forlì Airport,EU,IT,IT-45,FRL,"44.194801, 12.0701"
31644,medium_airport,Ghedi Air Base,EU,IT,IT-25,,"45.432201, 10.2677"
31647,medium_airport,Brescia Airport,EU,IT,IT-25,VBS,"45.428902, 10.3306"
31648,medium_airport,Trieste–Friuli Venezia Giulia Airport,EU,IT,IT-36,TRS,"45.827499, 13.4722"
31649,medium_airport,Federico Fellini International Airport,EU,IT,IT-45,RMI,"44.020302, 12.6117"
31650,medium_airport,Istrana Air Base,EU,IT,IT-34,,"45.684898, 12.0829"
31652,medium_airport,Padova Airport,EU,IT,IT-34,QPA,"45.395802, 11.8479"
31654,large_airport,Verona Villafranca Airport,EU,IT,IT-34,VRN,"45.395699, 10.8885"
31655,medium_airport,Ancona Falconara Airport,EU,IT,IT-57,AOI,"43.616299, 13.3623"
31656,large_airport,Venice Marco Polo Airport,EU,IT,IT-34,VCE,"45.505299, 12.3519"
31661,medium_airport,Siena-Ampugnano Airport,EU,IT,IT-52,SAY,"43.256302, 11.255"
31662,medium_airport,Sarzana-Luni Air Base,EU,IT,IT-42,QLP,"44.088001, 9.98795"
31663,large_airport,Ciampino–G. B. Pastine International Airport,EU,IT,IT-62,CIA,"41.7994, 12.5949"
31665,medium_airport,Pratica Di Mare Air Base,EU,IT,IT-62,,"41.654499, 12.4452"
31666,large_airport,Leonardo da Vinci–Fiumicino Airport,EU,IT,IT-62,FCO,"41.8002778, 12.2388889"
31667,medium_airport,Guidonia Air Base,EU,IT,IT-62,,"41.990299, 12.7408"
31669,medium_airport,Salerno Costa d'Amalfi Airport,EU,IT,IT-72,QSR,"40.620399, 14.9113"
31670,medium_airport,Marina Di Campo Airport,EU,IT,IT-52,EBA,"42.7603, 10.2394"
31671,medium_airport,Latina Air Base,EU,IT,IT-62,QLT,"41.5424, 12.909"
31672,medium_airport,Grazzanise Air Base,EU,IT,IT-72,,"41.060799, 14.0819"
31673,large_airport,Naples International Airport,EU,IT,IT-72,NAP,"40.886002, 14.2908"
31674,large_airport,Pisa International Airport,EU,IT,IT-52,PSA,"43.683899, 10.3927"
31675,medium_airport,Peretola Airport,EU,IT,IT-52,FLR,"43.810001, 11.2051"
31676,medium_airport,Grosseto Air Base,EU,IT,IT-52,GRS,"42.759701, 11.0719"
31677,medium_airport,Urbe Airport,EU,IT,IT-62,,"41.9519, 12.4989"
31678,medium_airport,Viterbo Airport,EU,IT,IT-62,,"42.430199, 12.0642"
31679,medium_airport,Perugia San Francesco d'Assisi – Umbria International Airport,EU,IT,IT-55,PEG,"43.095901, 12.5132"
31685,medium_airport,Cerklje Airport,EU,SI,SI-009,,"45.900001525879, 15.530200004578"
31688,large_airport,Ljubljana Jože Pučnik Airport,EU,SI,SI-061,LJU,"46.223701, 14.4576"
31689,medium_airport,Maribor Airport,EU,SI,SI-070,MBX,"46.47990036010742, 15.686100006103516"
31694,medium_airport,Portoroz Airport,EU,SI,SI-090,POW,"45.4734001159668, 13.614999771118164"
31717,medium_airport,Čáslav Air Base,EU,CZ,CZ-ST,,"49.939701080322266, 15.381799697875977"
31735,medium_airport,Kbely Air Base,EU,CZ,CZ-PR,,"50.12139892578125, 14.543600082397461"
31742,medium_airport,Kunovice Airport,EU,CZ,CZ-ZL,UHE,"49.02939987182617, 17.439699172973633"
31743,medium_airport,Karlovy Vary International Airport,EU,CZ,CZ-KA,KLV,"50.202999114990234, 12.914999961853027"
31746,medium_airport,Plzeň-Líně Airport,EU,CZ,CZ-PL,,"49.675201416016, 13.274600028992"
31754,medium_airport,Ostrava Leos Janáček Airport,EU,CZ,CZ-MO,OSR,"49.6963005065918, 18.111099243164062"
31755,medium_airport,Náměšť Air Base,EU,CZ,CZ-VY,,"49.16579818725586, 16.124900817871094"
31762,medium_airport,Pardubice Airport,EU,CZ,CZ-PA,PED,"50.01340103149414, 15.73859977722168"
31769,medium_airport,Přerov Air Base,EU,CZ,CZ-OL,PRV,"49.42580032348633, 17.404699325561523"
31770,large_airport,Václav Havel Airport Prague,EU,CZ,CZ-PR,PRG,"50.1008, 14.26"
31788,medium_airport,Brno-Tuřany Airport,EU,CZ,CZ-JM,BRQ,"49.15129852294922, 16.694400787353516"
31797,medium_airport,Vodochody Airport,EU,CZ,CZ-ST,VOD,"50.216599, 14.3958"
31876,large_airport,Ben Gurion International Airport,AS,IL,IL-M,TLV,"32.01139831542969, 34.88669967651367"
31880,medium_airport,Tel Nof Air Base,AS,IL,IL-M,,"31.8395004272, 34.8218002319"
31881,medium_airport,Ramon Airport,AS,IL,IL-D,ETM,"29.723694, 35.011416"
31887,medium_airport,Haifa International Airport,AS,IL,IL-HA,HFA,"32.80939865112305, 35.04309844970703"
31893,medium_airport,Ben Ya'akov Airport,AS,IL,IL-Z,RPN,"32.98099899291992, 35.5718994140625"
31899,medium_airport,Bar Yehuda Airfield,AS,IL,IL-D,MTZ,"31.32819938659668, 35.38859939575195"
31900,medium_airport,Nevatim Air Base,AS,IL,IL-D,VTM,"31.208299636799996, 35.012298584"
31901,large_airport,Ovda International Airport,AS,IL,IL-D,VDA,"29.94029998779297, 34.93579864501953"
31904,medium_airport,Ramat David Air Base,AS,IL,IL-Z,,"32.66510009765625, 35.179500579833984"
31905,medium_airport,Ramon Air Base,AS,IL,IL-D,MIP,"30.776100158691406, 34.66669845581055"
31906,medium_airport,Sde Dov Airport,AS,IL,IL-TA,SDV,"32.11470031738281, 34.78219985961914"
31913,large_airport,Malta International Airport,EU,MT,MT-25,MLA,"35.857498, 14.4775"
31932,medium_airport,Wiener Neustadt East Airport,EU,AT,AT-3,,"47.843299865722656, 16.260099411010742"
32045,medium_airport,Graz Airport,EU,AT,AT-6,GRZ,"46.9911003112793, 15.439599990844727"
32046,medium_airport,Innsbruck Airport,EU,AT,AT-7,INN,"47.260201, 11.344"
32047,medium_airport,Klagenfurt Airport,EU,AT,AT-2,KLU,"46.642502, 14.3377"
32048,medium_airport,Linz Hörsching Airport,EU,AT,AT-4,LNZ,"48.2332, 14.1875"
32049,medium_airport,Salzburg Airport,EU,AT,AT-5,SZG,"47.793300628699996, 13.0043001175"
32050,large_airport,Vienna International Airport,EU,AT,AT-9,VIE,"48.110298156738, 16.569700241089"
32058,medium_airport,Hinterstoisser Air Base,EU,AT,AT-6,,"47.202801, 14.7442"
32061,medium_airport,Alverca Air Base,EU,PT,PT-11,AVR,"38.883301, -9.0301"
32063,medium_airport,Santa Maria Airport,EU,PT,PT-20,SMA,"36.97140121459961, -25.17060089111328"
32064,medium_airport,Bragança Airport,EU,PT,PT-04,BGC,"41.8578, -6.70713"
32066,medium_airport,Beja Airport / Airbase,EU,PT,PT-02,BYJ,"38.078899, -7.9324"
32067,medium_airport,Braga Municipal Aerodrome,EU,PT,PT-03,BGZ,"41.5871009827, -8.445139884949999"
32068,medium_airport,Aerodromo de Castelo Branco,EU,PT,PT-05,,"39.847022, -7.44111"
32074,medium_airport,Aerodromo Municipal de Coimbra,EU,PT,PT-06,,"40.158758, -8.470815"
32076,medium_airport,Cascais Airport,EU,PT,PT-11,CAT,"38.724998, -9.35523"
