,type,name,iso_country,iata_code
21294,medium_airport,Buffalo Range Airport,ZW,BFO
21299,medium_airport,Victoria Falls International Airport,ZW,VFA
21309,large_airport,Robert Gabriel Mugabe International Airport,ZW,HRE
21315,medium_airport,Kariba International Airport,ZW,KAB
21335,medium_airport,Masvingo International Airport,ZW,MVZ
21359,medium_airport,Thornhill Air Base,ZW,GWE
21363,medium_airport,Hwange National Park Airport,ZW,HWN
21373,medium_airport,Chileka International Airport,MW,BLZ
21377,medium_airport,Dwangwa Airport,MW,DWA
21379,medium_airport,Karonga Airport,MW,KGJ
21382,medium_airport,Lilongwe International Airport,MW,LLW
21388,medium_airport,Mangochi Airport,MW,MAI
21396,medium_airport,Mzuzu Airport,MW,ZZU
21411,medium_airport,Moshoeshoe I International Airport,LS,MSU
21436,medium_airport,Arandis Airport,,ADI
21445,medium_airport,Grootfontein Airport,,GFY
21459,medium_airport,Keetmanshoop Airport,,KMP
21461,medium_airport,Luderitz Airport,,LUD
21469,medium_airport,Ondangwa Airport,,OND
21471,medium_airport,Oranjemund Airport,,OMD
21485,medium_airport,Rundu Airport,,NDU
21496,medium_airport,Tsumeb Airport,,TSB
21498,medium_airport,Walvis Bay Airport,,WVB
21500,medium_airport,Eros Airport,,ERS
21501,large_airport,Hosea Kutako International Airport,,WDH
21504,large_airport,Ndjili International Airport,CD,FIH
21505,medium_airport,Ndolo Airport,CD,NLO
21536,medium_airport,Bandundu Airport,CD,FDU
21544,medium_airport,Kikwit Airport,CD,KKW
21583,medium_airport,Mbandaka Airport,CD,MDK
21595,medium_airport,Gbadolite Airport,CD,BDT
21601,medium_airport,Gemena Airport,CD,GMA
21612,medium_airport,Lisala Airport,CD,LIQ
21626,medium_airport,Bangoka International Airport,CD,FKI
21636,medium_airport,Matari Airport,CD,IRP
21641,medium_airport,Bunia Airport,CD,BUX
21646,medium_airport,Buta Zega Airport,CD,BZU
21649,medium_airport,Bukavu Kavumu Airport,CD,BKY
21656,medium_airport,Goma International Airport,CD,GOM
21665,medium_airport,Kindu Airport,CD,KND
21683,medium_airport,Lubumbashi International Airport,CD,FBM
21691,medium_airport,Kolwezi Airport,CD,KWZ
21701,medium_airport,Kalemie Airport,CD,FMI
21710,medium_airport,Kamina Base Airport,CD,KMN
21721,medium_airport,Kananga Airport,CD,KGA
21758,medium_airport,Mbuji Mayi Airport,CD,MJM
21880,large_airport,Modibo Keita International Airport,ML,BKO
21885,medium_airport,Gao Airport,ML,GAQ
21892,medium_airport,Kayes Dag Dag Airport,ML,KYS
21894,medium_airport,Mopti Airport,ML,MZI
21901,medium_airport,Timbuktu Airport,ML,TOM
22500,medium_airport,Outer Skerries Airport,GB,OUK
22504,medium_airport,Banjul International Airport,GM,BJL
22505,medium_airport,Fuerteventura Airport,ES,FUE
22508,medium_airport,Hierro Airport,ES,VDE
22510,large_airport,La Palma Airport,ES,SPC
22512,large_airport,Gran Canaria Airport,ES,LPA
22513,medium_airport,Lanzarote Airport,ES,ACE
22514,large_airport,Tenerife South Airport,ES,TFS
22516,large_airport,Tenerife Norte Airport,ES,TFN
22556,medium_airport,Melilla Airport,ES,MLN
22562,medium_airport,Sherbro International Airport,SL,BTE
22563,medium_airport,Bo Airport,SL,KBS
22568,medium_airport,Kenema Airport,SL,KEN
22569,large_airport,Lungi International Airport,SL,FNA
22571,medium_airport,Yengema Airport,SL,WYE
22578,medium_airport,Osvaldo Vieira International Airport,GW,OXB
22600,medium_airport,Spriggs Payne Airport,LR,MLW
22603,large_airport,Roberts International Airport,LR,ROB
22608,medium_airport,Al Massira Airport,MA,AGA
22609,medium_airport,Tan Tan Airport,MA,TTA
22612,medium_airport,Bouarfa Airport,MA,UAR
22613,medium_airport,Saïss Airport,MA,FEZ
22615,medium_airport,Moulay Ali Cherif Airport,MA,ERH
22616,medium_airport,Bassatine Airport,MA,MEK
22618,medium_airport,Angads Airport,MA,OUD
22621,medium_airport,Smara Airport,EH,SMW
22625,medium_airport,Rabat-Salé Airport,MA,RBA
22627,medium_airport,Dakhla Airport,EH,VIL
22630,medium_airport,Hassan I Airport,EH,EUN
22631,large_airport,Mohammed V International Airport,MA,CMN
22635,medium_airport,Nador International Airport,MA,NDR
22636,medium_airport,Menara Airport,MA,RAK
22637,medium_airport,Kenitra Airport,MA,NNA
22638,medium_airport,Ouarzazate Airport,MA,OZZ
22639,medium_airport,Golog Maqin Airport,CN,GMQ
22641,medium_airport,Cherif Al Idrissi Airport,MA,AHU
22642,medium_airport,Saniat R'mel Airport,MA,TTU
22643,medium_airport,Ibn Batouta Airport,MA,TNG
22649,large_airport,Blaise Diagne International Airport,SN,DSS
22652,medium_airport,Ziguinchor Airport,SN,ZIG
22653,medium_airport,Cap Skirring Airport,SN,CSK
22654,medium_airport,Kaolack Airport,SN,KLC
22655,large_airport,Léopold Sédar Senghor International Airport,SN,DKR
22656,medium_airport,Ouro Sogui Airport,SN,MAX
22659,medium_airport,Saint Louis Airport,SN,XLS
22660,medium_airport,Bakel Airport,SN,BXE
22661,medium_airport,Kédougou Airport,SN,KGG
22663,medium_airport,Tambacounda Airport,SN,TUD
22678,large_airport,Nouakchott–Oumtounsy International Airport,MR,NKC
22681,medium_airport,Atar International Airport,MR,ATR
22683,medium_airport,Nouadhibou International Airport,MR,NDB
22742,medium_airport,Conakry International Airport,GN,CKY
22757,large_airport,Amílcar Cabral International Airport,CV,SID
22759,medium_airport,Rabil Airport,CV,BVC
22761,medium_airport,Maio Airport,CV,MMO
22763,medium_airport,Praia International Airport,CV,RAI
22765,medium_airport,Preguiça Airport,CV,SNE
22766,medium_airport,São Pedro Airport,CV,VXE
22792,large_airport,Addis Ababa Bole International Airport,ET,ADD
22795,medium_airport,Arba Minch Airport,ET,AMH
22796,medium_airport,Axum Airport,ET,AXU
22798,medium_airport,Bahir Dar Airport,ET,BJR
22806,medium_airport,Aba Tenna Dejazmach Yilma International Airport,ET,DIR
22811,medium_airport,Gambella Airport,ET,GMB
22812,medium_airport,Gonder Airport,ET,GDQ
22813,medium_airport,Gode Airport,ET,GDE
22815,medium_airport,Harar Meda Airport,ET,QHR
22817,medium_airport,Wilwal International Airport,ET,JIJ
22818,medium_airport,Jimma Airport,ET,JIM
22825,medium_airport,Mekele Airport,ET,MQX
22839,medium_airport,Asosa Airport,ET,ASO
22845,medium_airport,Bujumbura International Airport,BI,BJM
22858,medium_airport,Egal International Airport,SO,HGA
22859,medium_airport,Berbera Airport,SO,BBO
22861,medium_airport,Kisimayu Airport,SO,KMU
22862,medium_airport,Aden Adde International Airport,SO,MGQ
22871,medium_airport,Djibouti-Ambouli Airport,DJ,JIB
22881,medium_airport,Capital International Airport,EG,CCE
22913,medium_airport,El Alamein International Airport,EG,DBB
22914,medium_airport,El Arish International Airport,EG,AAC
22915,medium_airport,Assiut International Airport,EG,ATZ
22916,medium_airport,El Nouzha Airport,EG,ALY
22918,medium_airport,Borg El Arab International Airport,EG,HBE
22919,medium_airport,Abu Simbel Airport,EG,ABS
22921,large_airport,Cairo International Airport,EG,CAI
22922,medium_airport,Cairo West Airport,EG,CWE
22925,large_airport,Hurghada International Airport,EG,HRG
22927,medium_airport,El Gora Airport,EG,EGH
22930,large_airport,Luxor International Airport,EG,LXR
22931,medium_airport,Marsa Alam International Airport,EG,RMF
22932,medium_airport,Sohag International Airport,EG,HMB
22933,medium_airport,Mersa Matruh Airport,EG,MUH
22937,medium_airport,Port Said Airport,EG,PSD
22938,medium_airport,St Catherine International Airport,EG,SKV
22939,medium_airport,Sharm El Sheikh International Airport,EG,SSH
22940,medium_airport,Aswan International Airport,EG,ASW
22941,medium_airport,Taba International Airport,EG,TCP
22946,medium_airport,Asmara International Airport,ER,ASM
22947,medium_airport,Massawa International Airport,ER,MSW
22948,medium_airport,Assab International Airport,ER,ASA
22985,medium_airport,Lianshui Airport,CN,HIA
22992,medium_airport,Amboseli Airport,KE,ASV
22998,medium_airport,Eldoret International Airport,KE,EDL
23008,large_airport,Jomo Kenyatta International Airport,KE,NBO
23012,medium_airport,Kisumu Airport,KE,KIS
23016,medium_airport,Kitale Airport,KE,KTL
23019,medium_airport,Lokichoggio Airport,KE,LKG
23020,medium_airport,Lodwar Airport,KE,LOK
23022,medium_airport,Manda Airstrip,KE,LAU
23029,medium_airport,Malindi Airport,KE,MYD
23031,large_airport,Mombasa Moi International Airport,KE,MBA
23033,medium_airport,Mara Serena Lodge Airstrip,KE,MRE
23041,medium_airport,Nairobi Wilson Airport,KE,WIL
23042,medium_airport,Nanyuki Airport,KE,NYK
23050,medium_airport,Wajir Airport,KE,WJR
23079,medium_airport,Gardabya Airport,LY,SRX
23082,medium_airport,Ghat Airport,LY,GHT
23083,medium_airport,Kufra Airport,LY,AKF
23084,medium_airport,Benina International Airport,LY,BEN
23085,medium_airport,Mitiga Airport,LY,MJI
23086,medium_airport,La Abraq Airport,LY,LAQ
23087,medium_airport,Sabha Airport,LY,SEB
23088,large_airport,Tripoli International Airport,LY,TIP
23089,medium_airport,Marsa Brega Airport,LY,LMQ
23096,medium_airport,Ghadames East Airport,LY,LTD
23130,medium_airport,Gisenyi Airport,RW,GYI
23134,large_airport,Kigali International Airport,RW,KGL
23136,medium_airport,Kamembe Airport,RW,KME
23145,medium_airport,Dongola Airport,SD,DOG
23147,medium_airport,"Paloich Airport, Heliport",SS,HGI
23148,medium_airport,El Fasher Airport,SD,ELF
23155,medium_airport,Kassala Airport,SD,KSL
23163,medium_airport,Merowe New Airport,SD,MWE
23170,medium_airport,El Obeid Airport,SD,EBD
23173,medium_airport,Port Sudan New International Airport,SD,PZU
23176,large_airport,Juba International Airport,SS,JUB
23177,medium_airport,Malakal Airport,SS,MAK
23179,large_airport,Khartoum International Airport,SD,KRT
23185,medium_airport,Wau Airport,SS,WUU
23193,medium_airport,Arusha Airport,TZ,ARK
23198,large_airport,Julius Nyerere International Airport,TZ,DAR
23199,medium_airport,Dodoma Airport,TZ,DOD
23201,medium_airport,Songwe Airport,TZ,MBI
23202,medium_airport,Iringa Airport,TZ,IRI
23208,medium_airport,Kilimanjaro International Airport,TZ,JRO
23216,medium_airport,Lake Manyara Airport,TZ,LKY
23229,medium_airport,Mtwara Airport,TZ,MYW
23231,medium_airport,Mwanza Airport,TZ,MWZ
23238,medium_airport,Pemba Airport,TZ,PMA
23247,medium_airport,Tanga Airport,TZ,TGT
23254,large_airport,Abeid Amani Karume International Airport,TZ,ZNZ
23301,medium_airport,Arua Airport,UG,RUA
23303,large_airport,Entebbe International Airport,UG,EBB
23305,medium_airport,Gulu Airport,UG,ULU
23322,medium_airport,Soroti Airport,UG,SRT
23447,medium_airport,Indigo Bay Lodge Airport,MZ,IBL
23676,medium_airport,Bilogai-Sugapa Airport,ID,UGU
24411,medium_airport,New Ishigaki Airport,JP,ISG
24956,medium_airport,Jiagedaqi Airport,CN,JGD
24959,medium_airport,Qianjiang Wulingshan Airport,CN,JIQ
24960,medium_airport,Comandante Ariston Pessoa Airport,BR,JJD
24980,large_airport,O R Tambo International,ZA,JNB
26011,medium_airport,Lehigh Valley International Airport,US,ABE
26012,medium_airport,Abilene Regional Airport,US,ABI
26013,large_airport,Albuquerque International Sunport,US,ABQ
26014,medium_airport,Aberdeen Regional Airport,US,ABR
26015,medium_airport,Southwest Georgia Regional Airport,US,ABY
26018,medium_airport,Nantucket Memorial Airport,US,ACK
26021,medium_airport,Waco Regional Airport,US,ACT
26022,medium_airport,California Redwood Coast-Humboldt County Airport,US,ACV
26023,medium_airport,Atlantic City International Airport,US,ACY
26032,large_airport,Joint Base Andrews,US,ADW
26037,medium_airport,Alexandria International Airport,US,AEX
26045,large_airport,Fort Worth Alliance Airport,US,AFW
26046,medium_airport,Allegheny County Airport,US,AGC
26049,large_airport,Augusta Regional At Bush Field,US,AGS
26053,medium_airport,Athens Ben Epps Airport,US,AHN
26073,medium_airport,Akron Fulton International Airport,US,AKC
26074,medium_airport,Albany International Airport,US,ALB
26075,medium_airport,Alice International Airport,US,ALI
26076,medium_airport,Alamogordo White Sands Regional Airport,US,ALM
26077,medium_airport,St Louis Regional Airport,US,ALN
26078,medium_airport,Waterloo Regional Airport,US,ALO
26079,medium_airport,San Luis Valley Regional Bergman Field,US,ALS
26080,medium_airport,Walla Walla Regional Airport,US,ALW
26082,large_airport,Rick Husband Amarillo International Airport,US,AMA
26087,medium_airport,Anniston Regional Airport,US,ANB
26088,medium_airport,Anderson Regional Airport,US,AND
26098,medium_airport,Altoona Blair County Airport,US,AOO
26100,medium_airport,Centennial Airport,US,APA
26102,medium_airport,Naples Municipal Airport,US,APF
26103,medium_airport,Phillips Army Air Field,US,APG
26105,medium_airport,Alpena County Regional Airport,US,APN
26114,medium_airport,Acadiana Regional Airport,US,ARA
26119,medium_airport,Watertown International Airport,US,ART
26123,medium_airport,Aspen-Pitkin Co/Sardy Field,US,ASE
26129,medium_airport,Astoria Regional Airport,US,AST
26134,large_airport,Hartsfield Jackson Atlanta International Airport,US,ATL
26137,medium_airport,Watertown Regional Airport,US,ATY
26138,medium_airport,Augusta State Airport,US,AUG
26143,large_airport,Austin Bergstrom International Airport,US,AUS
26144,medium_airport,Wausau Downtown Airport,US,AUW
26147,large_airport,Asheville Regional Airport,US,AVL
26149,medium_airport,Wilkes Barre Scranton International Airport,US,AVP
26157,medium_airport,Chandler Field,US,AXN
26167,medium_airport,Kalamazoo Battle Creek International Airport,US,AZO
26171,large_airport,Beale Air Force Base,US,BAB
26172,large_airport,Barksdale Air Force Base,US,BAD
26173,medium_airport,Westfield-Barnes Regional Airport,US,BAF
26174,medium_airport,Columbus Municipal Airport,US,CLU
26179,medium_airport,Curtis Field,US,BBD
26183,medium_airport,Bryce Canyon Airport,US,BCE
26186,medium_airport,Baudette International Airport,US,BDE
26189,large_airport,Bradley International Airport,US,BDL
26192,medium_airport,Igor I Sikorsky Memorial Airport,US,BDR
26198,medium_airport,Laurence G Hanscom Field,US,BED
26201,medium_airport,Bradford Regional Airport,US,BFD
26203,medium_airport,Western Neb. Rgnl/William B. Heilig Airport,US,BFF
26204,large_airport,Boeing Field King County International Airport,US,BFI
26206,medium_airport,Meadows Field,US,BFL
26207,medium_airport,Mobile Downtown Airport,US,BFM
26213,medium_airport,Greater Binghamton/Edwin A Link field,US,BGM
26214,large_airport,Bangor International Airport,US,BGR
26215,medium_airport,Hancock County-Bar Harbor Airport,US,BHB
26218,large_airport,Birmingham-Shuttlesworth International Airport,US,BHM
26221,medium_airport,Biggs Army Air Field (Fort Bliss),US,BIF
26222,medium_airport,Eastern Sierra Regional Airport,US,BIH
26224,large_airport,Billings Logan International Airport,US,BIL
26225,medium_airport,Bismarck Municipal Airport,US,BIS
26227,medium_airport,Keesler Air Force Base,US,BIX
26228,medium_airport,Rocky Mountain Metropolitan Airport,US,BJC
26229,medium_airport,Bemidji Regional Airport,US,BJI
26232,medium_airport,Baker City Municipal Airport,US,BKE
26233,medium_airport,Buckley Air Force Base,US,BFK
26234,medium_airport,Burke Lakefront Airport,US,BKL
26239,medium_airport,Raleigh County Memorial Airport,US,BKW
26241,medium_airport,Mercer County Airport,US,BLF
26242,medium_airport,Blythe Airport,US,BLH
26243,medium_airport,Bellingham International Airport,US,BLI
26246,large_airport,Scott AFB/Midamerica Airport,US,BLV
26249,medium_airport,Monroe County Airport,US,BMG
26250,large_airport,Central Illinois Regional Airport at Bloomington-Normal,US,BMI
26254,large_airport,Nashville International Airport,US,BNA
26257,medium_airport,Burns Municipal Airport,US,BNO
26259,large_airport,Boise Air Terminal/Gowen Field,US,BOI
26260,large_airport,General Edward Lawrence Logan International Airport,US,BOS
26263,medium_airport,Miley Memorial Field,US,BPI
26264,medium_airport,Ozark Regional Airport,US,WMH
26266,medium_airport,Southeast Texas Regional Airport,US,BPT
26267,medium_airport,Brunswick Golden Isles Airport,US,BQK
26270,medium_airport,Brainerd Lakes Regional Airport,US,BRD
26271,medium_airport,Southeast Iowa Regional Airport,US,BRL
26272,medium_airport,Brownsville South Padre Island International Airport,US,BRO
26277,medium_airport,W K Kellogg Airport,US,BTL
26278,medium_airport,Bert Mooney Airport,US,BTM
26281,medium_airport,Baton Rouge Metropolitan Airport,US,BTR
26282,medium_airport,Burlington International Airport,US,BTV
26285,large_airport,Buffalo Niagara International Airport,US,BUF
26287,medium_airport,Bob Hope Airport,US,BUR
26290,medium_airport,Beaver County Airport,US,BFP
26295,medium_airport,Beverly Municipal Airport,US,BVY
26298,medium_airport,Bowling Green Warren County Regional Airport,US,BWG
26299,large_airport,Baltimore/Washington International Thurgood Marshall Airport,US,BWI
26306,medium_airport,Arkansas International Airport,US,BYH
26307,medium_airport,Burley Municipal Airport,US,BYI
26308,medium_airport,Bicycle Lake Army Air Field,US,BYS
26310,medium_airport,Gallatin Field,US,BZN
26338,large_airport,Columbia Metropolitan Airport,US,CAE
26340,medium_airport,Akron Canton Regional Airport,US,CAK
26342,medium_airport,Caribou Municipal Airport,US,CAR
26348,large_airport,Columbus Air Force Base,US,CBM
26354,medium_airport,Northeast Iowa Regional Airport,US,CCY
26356,medium_airport,Cedar City Regional Airport,US,CDC
26360,medium_airport,Chadron Municipal Airport,US,CDR
26361,medium_airport,Childress Municipal Airport,US,CDS
26364,medium_airport,Jack Mc Namara Field Airport,US,CEC
26365,medium_airport,Westover ARB/Metropolitan Airport,US,CEF
26369,medium_airport,Bob Sikes Airport,US,CEW
26381,medium_airport,Cuyahoga County Airport,US,CGF
26382,medium_airport,Cape Girardeau Regional Airport,US,CGI
26386,large_airport,Lovell Field,US,CHA
26391,medium_airport,Charlottesville Albemarle Airport,US,CHO
26393,large_airport,Charleston Air Force Base-International Airport,US,CHS
26397,large_airport,The Eastern Iowa Airport,US,CID
26401,medium_airport,Chippewa County International Airport,US,CIU
26404,medium_airport,North Central West Virginia Airport,US,CKB
26414,large_airport,Cleveland Hopkins International Airport,US,CLE
26417,medium_airport,Easterwood Field,US,CLL
26418,medium_airport,William R Fairchild International Airport,US,CLM
26421,large_airport,Charlotte Douglas International Airport,US,CLT
26424,large_airport,John Glenn Columbus International Airport,US,CMH
26425,medium_airport,University of Illinois Willard Airport,US,CMI
26427,medium_airport,Houghton County Memorial Airport,US,CMX
26434,medium_airport,Cavern City Air Terminal,US,CNM
26437,medium_airport,Chanute Martin Johnson Airport,US,CNU
26440,medium_airport,Yellowstone Regional Airport,US,COD
26441,medium_airport,Coeur D'Alene - Pappy Boyington Field,US,COE
26442,medium_airport,Patrick Air Force Base,US,COF
26445,medium_airport,Concord Municipal Airport,US,CON
26447,large_airport,City of Colorado Springs Municipal Airport,US,COS
26449,medium_airport,Columbia Regional Airport,US,COU
26453,medium_airport,Casper-Natrona County International Airport,US,CPR
26463,medium_airport,Grand Strand Airport,US,CRE
26464,medium_airport,Jacksonville Executive at Craig Airport,US,CRG
26466,large_airport,Corpus Christi International Airport,US,CRP
26467,medium_airport,Mc Clellan-Palomar Airport,US,CLD
26470,large_airport,Yeager Airport,US,CRW
26474,medium_airport,Columbus Metropolitan Airport,US,CSG
26477,medium_airport,Crossville Memorial Whitson Field,US,CSV
26478,medium_airport,Cut Bank International Airport,US,CTB
26483,medium_airport,Jim Hamilton L.B. Owens Airport,US,CUB
26488,large_airport,Cincinnati Northern Kentucky International Airport,US,CVG
26491,medium_airport,Corvallis Municipal Airport,US,CVO
26492,large_airport,Cannon Air Force Base,US,CVS
26494,medium_airport,Central Wisconsin Airport,US,CWA
26503,medium_airport,Conroe-North Houston Regional Airport,US,CXO
26509,medium_airport,Cheyenne Regional Jerry Olson Field,US,CYS
26511,medium_airport,Kochi Airport (高知空港),JP,KCZ
26544,medium_airport,Davison Army Air Field,US,DAA
26545,large_airport,Daytona Beach International Airport,US,DAB
26547,medium_airport,Barstow Daggett Airport,US,DAG
26548,large_airport,Dallas Love Field,US,DAL
26549,medium_airport,Danville Regional Airport,US,DAN
26551,large_airport,James M Cox Dayton International Airport,US,DAY
26553,large_airport,Dubuque Regional Airport,US,DBQ
26554,large_airport,Ronald Reagan Washington National Airport,US,DCA
26558,medium_airport,Dodge City Regional Airport,US,DDC
26560,medium_airport,Decatur Airport,US,DEC
26563,large_airport,Denver International Airport,US,DEN
26565,medium_airport,Coleman A. Young Municipal Airport,US,DET
26568,large_airport,Dallas Fort Worth International Airport,US,DFW
26571,medium_airport,Dothan Regional Airport,US,DHN
26572,medium_airport,Dalhart Municipal Airport,US,DHT
26574,medium_airport,Dickinson Theodore Roosevelt Regional Airport,US,DIK
26580,large_airport,DLF Airport,US,DLF
26581,large_airport,Duluth International Airport,US,DLH
26585,medium_airport,Columbia Gorge Regional the Dalles Municipal Airport,US,DLS
26587,medium_airport,Davis Monthan Air Force Base,US,DMA
26588,medium_airport,Deming Municipal Airport,US,DMN
26591,medium_airport,Daniel Field,US,DNL
26595,large_airport,Dover Air Force Base,US,DOV
26597,medium_airport,Dupage Airport,US,DPA
26602,medium_airport,Desert Rock Airport,US,DRA
26603,medium_airport,Beauregard Regional Airport,US,DRI
26607,medium_airport,Del Rio International Airport,US,DRT
26609,large_airport,Des Moines International Airport,US,DSM
26616,large_airport,Detroit Metropolitan Wayne County Airport,US,DTW
26619,medium_airport,Bisbee Douglas International Airport,US,DUG
26621,medium_airport,DuBois Regional Airport,US,DUJ
26641,large_airport,Dyess Air Force Base,US,DYS
26992,medium_airport,Pangborn Memorial Airport,US,EAT
26993,medium_airport,Chippewa Valley Regional Airport,US,EAU
26999,medium_airport,Elizabeth City Regional Airport & Coast Guard Air Station,US,ECG
27000,medium_airport,Northwest Florida Beaches International Airport,US,ECP
27009,large_airport,Edwards Air Force Base,US,EDW
27010,medium_airport,Needles Airport,US,EED
27011,medium_airport,Dillant Hopkins Airport,US,EEN
27015,medium_airport,Ellington Airport,US,EFD
27020,medium_airport,Eagle County Regional Airport,US,EGE
27021,medium_airport,Duke Field,US,EGI
27032,medium_airport,Murray Field,US,EKA
27034,medium_airport,Elkins-Randolph Co-Jennings Randolph Field,US,EKN
27035,medium_airport,Elko Regional Airport,US,EKO
27041,medium_airport,South Arkansas Regional At Goodwin Field,US,ELD
27043,medium_airport,Elmira Corning Regional Airport,US,ELM
27045,medium_airport,Ely Municipal Airport,US,LYU
27046,medium_airport,El Paso International Airport,US,ELP
27047,medium_airport,Ely Airport Yelland Field,US,ELY
27053,large_airport,Vance Air Force Base,US,END
27055,medium_airport,Wendover Airport,US,ENV
27056,medium_airport,Kenosha Regional Airport,US,ENW
27065,large_airport,Erie International Tom Ridge Field,US,ERI
27070,medium_airport,Esler Regional Airport,US,ESF
27079,medium_airport,Mahlon Sweet Field,US,EUG
27084,medium_airport,Evansville Regional Airport,US,EVV
27085,medium_airport,Evanston-Uinta County Airport-Burns Field,US,EVW
27087,medium_airport,New Bedford Regional Airport,US,EWB
27089,medium_airport,Coastal Carolina Regional Airport,US,EWN
27090,large_airport,Newark Liberty International Airport,US,EWR
27096,medium_airport,Key West International Airport,US,EYW
27151,medium_airport,Felker Army Air Field,US,FAF
27153,medium_airport,Hector International Airport,US,FAR
27154,medium_airport,Fresno Yosemite International Airport,US,FAT
27155,medium_airport,Fayetteville Regional Grannis Field,US,FAY
27156,medium_airport,Simmons Army Air Field,US,FBG
27163,medium_airport,Butts AAF (Fort Carson) Air Field,US,FCS
27169,medium_airport,Findlay Airport,US,FDY
27177,large_airport,Wright-Patterson Air Force Base,US,FFO
27183,medium_airport,Sierra Vista Municipal Libby Army Air Field,US,FHU
27187,medium_airport,Venango Regional Airport,US,FKL
27192,medium_airport,Flagstaff Pulliam Airport,US,FLG
27193,large_airport,Fort Lauderdale Hollywood International Airport,US,FLL
27194,medium_airport,Florence Regional Airport,US,FLO
27200,medium_airport,Tipton Airport,US,FME
27203,medium_airport,Four Corners Regional Airport,US,FMN
27204,medium_airport,Page Field,US,FMY
27208,medium_airport,Bishop International Airport,US,FNT
27210,medium_airport,Fort Dodge Regional Airport,US,FOD
27211,medium_airport,Topeka Regional Airport - Forbes Field,US,FOE
27217,medium_airport,St Lucie County International Airport,US,FPR
27219,medium_airport,Republic Airport,US,FRG
27221,medium_airport,Marshall Army Air Field,US,FRI
27224,medium_airport,Joe Foss Field Airport,US,FSD
27226,medium_airport,Henry Post Army Air Field (Fort Sill),US,FSI
27228,large_airport,Fort Smith Regional Airport,US,FSM
27230,medium_airport,Fort Stockton Pecos County Airport,US,FST
27234,medium_airport,Godman Army Air Field,US,FTK
27236,large_airport,Fort Worth Meacham International Airport,US,FTW
27237,medium_airport,Fulton County Airport Brown Field,US,FTY
27241,large_airport,Fort Wayne International Airport,US,FWA
27246,medium_airport,Fort Lauderdale Executive Airport,US,FXE
27251,medium_airport,Drake Field,US,FYV
27308,medium_airport,Gillette Campbell County Airport,US,GCC
27310,medium_airport,Garden City Regional Airport,US,GCK
27312,medium_airport,Grand Canyon National Park Airport,US,GCN
27318,medium_airport,Dawson Community Airport,US,GDV
27321,large_airport,Spokane International Airport,US,GEG
27328,medium_airport,Grand Forks International Airport,US,GFK
27329,medium_airport,Floyd Bennett Memorial Airport,US,GFL
27333,medium_airport,East Texas Regional Airport,US,GGG
27336,medium_airport,Wokal Field Glasgow International Airport,US,GGW
27341,medium_airport,Grand Junction Regional Airport,US,GJT
27345,medium_airport,Renner Field-Goodland Municipal Airport,US,GLD
27347,medium_airport,Mid Delta Regional Airport,US,GLH
27349,medium_airport,Scholes International At Galveston Airport,US,GLS
27353,medium_airport,Greenville Downtown Airport,US,GMU
27359,medium_airport,Gainesville Regional Airport,US,GNV
27361,medium_airport,Groton New London Airport,US,GON
27366,medium_airport,Glacier Park International Airport,US,FCA
27368,large_airport,Gulfport Biloxi International Airport,US,GPT
27371,large_airport,Austin Straubel International Airport,US,GRB
27374,medium_airport,Gray Army Air Field,US,GRF
27375,medium_airport,Central Nebraska Regional Airport,US,GRI
27376,medium_airport,Robert Gray  Army Air Field Airport,US,GRK
27379,medium_airport,Gerald R. Ford International Airport,US,GRR
27380,large_airport,Seymour Johnson Air Force Base,US,GSB
27382,large_airport,Piedmont Triad International Airport,US,GSO
27383,large_airport,Greenville Spartanburg International Airport,US,GSP
27387,medium_airport,Great Falls International Airport,US,GTF
27389,medium_airport,Golden Triangle Regional Airport,US,GTR
27392,medium_airport,Gallup Municipal Airport,US,GUP
27393,large_airport,Grissom Air Reserve Base,US,GUS
27394,medium_airport,Guymon Municipal Airport,US,GUY
27402,medium_airport,Greenwood–Leflore Airport,US,GWO
27413,medium_airport,Gary Chicago International Airport,US,GYY
27442,medium_airport,Hattiesburg Bobby L Chain Municipal Airport,US,HBG
27444,medium_airport,Hobart Regional Airport,US,HBR
27461,medium_airport,Hartford Brainard Airport,US,HFD
27465,medium_airport,Hagerstown Regional Richard A Henson Field,US,HGR
27468,medium_airport,Jack Northrop Field Hawthorne Municipal Airport,US,HHR
27470,large_airport,Range Regional Airport,US,HIB
27472,medium_airport,Hill Air Force Base,US,HIF
27475,medium_airport,Portland Hillsboro Airport,US,HIO
27480,medium_airport,Hickory Regional Airport,US,HKY
27484,medium_airport,Wheeling Ohio County Airport,US,HLG
27486,medium_airport,Helena Regional Airport,US,HLN
27487,medium_airport,Hood Army Air Field,US,HLR
27490,large_airport,Holloman Air Force Base,US,HMN
27498,medium_airport,Lea County Regional Airport,US,HOB
27501,medium_airport,Huron Regional Airport,US,HON
27502,medium_airport,Campbell AAF (Fort Campbell) Air Field,US,HOP
27503,medium_airport,Memorial Field,US,HOT
27504,large_airport,William P Hobby Airport,US,HOU
27505,medium_airport,Westchester County Airport,US,HPN
27509,medium_airport,Bowerman Airport,US,HQM
27514,medium_airport,Valley International Airport,US,HRL
27515,medium_airport,Boone County Airport,US,HRO
27527,medium_airport,Homestead ARB Airport,US,HST
27528,large_airport,Huntsville International Carl T Jones Field,US,HSV
